RFs	Gene.ID	Regulatory.Type	RIF1_Pearson	RIF1_Spearman	RIF1_Sobolev	RIF1_Fisher	RIF2_Pearson	RIF2_Spearman	RIF2_Sobolev	RIF2_Fisher
ENSG00000234880	ENSG00000234880	lncRNA	0.4	0.7	0.58	0.21	-1.22	-0.43	-0.89	-0.83
ENSG00000234883	ENSG00000234883	lncRNA	-1.1	-1.23	0.26	-0.15	0.27	0.63	0.3	0.38
ENSG00000234918	ENSG00000234918	lncRNA	0.79	0.79	0.75	-4.82	0.75	0.88	1.15	3.08
ENSG00000234944	ENSG00000234944	lncRNA	0.52	0.41	0.51	0.28	0.57	0.82	-0.1	0.18
ENSG00000234948	ENSG00000234948	lncRNA	0.79	0.7	-0.64	0.07	0.72	0.79	0.83	0.88
ENSG00000234952	ENSG00000234952	lncRNA	0.68	-0.84	0.73	0.31	0.73	-2.63	0.83	0.88
ENSG00000235007	ENSG00000235007	lncRNA	0.57	0.29	0	0.21	0.71	0.64	-0.22	0.05
ENSG00000235010	ENSG00000235010	lncRNA	0.77	0.75	0.67	0.29	0.78	0.8	0.01	0.02
ENSG00000235026	ENSG00000235026	lncRNA	-0.75	-0.54	0.72	0.29	0.08	-0.18	0.45	0.68
ENSG00000235029	ENSG00000235029	lncRNA	0.91	0.98	0.25	0.16	-0.03	0.21	0.64	1.01
ENSG00000235033	ENSG00000235033	lncRNA	0.45	0.42	-3.02	-0.23	0.72	0.56	1.09	0.75
ENSG00000235056	ENSG00000235056	lncRNA	-1.45	0.27	0.12	0.29	0.43	0.36	-0.22	0.13
ENSG00000235091	ENSG00000235091	lncRNA	-2.95	-1.59	0.52	-0.01	0	-0.08	0.16	0.51
ENSG00000235092	ENSG00000235092	lncRNA	0.74	0.75	0.31	0.3	0.59	0.58	-0.62	-0.79
ENSG00000235123	ENSG00000235123	lncRNA	0.74	0.76	0.82	0.31	0.58	0.82	0.56	0.7
ENSG00000235140	ENSG00000235140	lncRNA	-0.21	0.76	0.6	0.29	0.63	0.88	0.33	0.58
ENSG00000235142	ENSG00000235142	lncRNA	0.05	0.59	0.64	0.25	0.75	0.76	0.86	1.02
ENSG00000235151	ENSG00000235151	lncRNA	-1.08	0.09	0.54	0.13	-1.76	-0.91	-1.46	-1.85
ENSG00000235209	ENSG00000235209	lncRNA	0.57	0.61	0.2	0.27	0.72	0.9	-0.25	-0.07
ENSG00000235215	ENSG00000235215	lncRNA	0.72	0.53	0.76	0.31	0.71	0.85	0.07	0.3
ENSG00000235295	ENSG00000235295	lncRNA	0.54	0.52	-0.57	0.25	-1.54	0.12	-0.48	-0.82
ENSG00000235300	ENSG00000235300	lncRNA	0.15	0.57	0.34	0.18	0.74	0.59	0.89	0.97
ENSG00000235532	ENSG00000235532	lncRNA	-0.72	-0.96	-3.95	-0.53	0.74	0.81	0.9	0.64
ENSG00000235538	ENSG00000235538	lncRNA	0.66	0.65	0.74	0.3	0.42	0.43	0.73	0.88
ENSG00000235618	ENSG00000235618	lncRNA	1.19	1.14	-0.31	0.16	-0.06	0.09	0.11	0.08
ENSG00000235621	ENSG00000235621	lncRNA	0.72	0.76	0.61	0.27	-0.33	-1.1	-0.56	-1.05
ENSG00000235641	ENSG00000235641	lncRNA	0.61	0.64	-0.76	0.25	0.29	0.46	0.41	-0.42
ENSG00000235659	ENSG00000235659	lncRNA	-1.3	0.12	-0.05	0.18	0.66	0.86	0.2	0.23
ENSG00000235687	ENSG00000235687	lncRNA	0.62	0.57	0.69	0.28	0.77	0.9	0.63	0.73
ENSG00000235741	ENSG00000235741	lncRNA	-2.68	-0.52	0.04	0.1	0.08	0.21	0.13	0.44
ENSG00000235770	ENSG00000235770	lncRNA	0.55	0.08	0.05	0.2	0.18	-1.3	0.22	-0.39
ENSG00000235819	ENSG00000235819	lncRNA	0.85	0.85	0.61	0.24	0.37	0.67	0.34	0.61
ENSG00000235831	ENSG00000235831	lncRNA	0.53	0.27	-0.96	-0.25	-0.3	0.4	-0.66	-0.6
ENSG00000235845	ENSG00000235845	lncRNA	0.63	0.82	0.48	0.27	0.68	0.77	0.86	0.95
ENSG00000235848	ENSG00000235848	lncRNA	0.56	0.8	0.15	0.23	-0.61	-1.92	-0.74	-1.31
ENSG00000235884	ENSG00000235884	lncRNA	0.65	0.73	0.62	0.2	0.69	-0.08	0.64	0.41
ENSG00000235885	ENSG00000235885	lncRNA	-0.6	0.64	0.48	0.22	-1.88	0.36	-1.53	-1.29
ENSG00000235890	ENSG00000235890	lncRNA	0.2	-0.28	0.01	0.3	0.38	-0.78	0.6	0.1
ENSG00000235899	ENSG00000235899	lncRNA	0.11	0.44	0.68	0.23	0.46	0.67	-0.03	0.13
ENSG00000235904	ENSG00000235904	lncRNA	0.21	0.63	-2.05	0.11	0.53	0.28	-0.24	-0.63
ENSG00000235947	ENSG00000235947	lncRNA	-0.86	0.08	-1.63	-0.12	0.65	0.7	0.9	0.76
ENSG00000235949	ENSG00000235949	lncRNA	0.52	0.99	0.67	0.29	-0.63	-0.48	0.08	-0.29
ENSG00000235979	ENSG00000235979	lncRNA	0.69	0.71	0.47	0.29	-0.45	-1.1	0.15	-0.58
ENSG00000235984	ENSG00000235984	lncRNA	0.83	0.5	0.81	0.34	0.45	-0.35	0.82	0.99
ENSG00000235997	ENSG00000235997	lncRNA	0.77	0.8	-1.39	0.14	0.32	0.02	0.07	-0.48
ENSG00000236028	ENSG00000236028	lncRNA	-2.71	-2.94	-1.59	-0.3	0.26	0.25	0.07	0.13
ENSG00000236039	ENSG00000236039	lncRNA	0.3	-0.19	-0.4	0.07	0.42	0.32	0.97	1.06
ENSG00000236045	ENSG00000236045	lncRNA	-0.1	0.04	0.52	0.2	0.57	0.87	0	0.18
ENSG00000236069	ENSG00000236069	lncRNA	0.63	0.65	0.69	0.31	0.69	0.84	0.13	0.1
ENSG00000236081	ENSG00000236081	lncRNA	0.95	0.53	0.06	0.17	0.48	0.81	0.77	1.08
ENSG00000236129	ENSG00000236129	lncRNA	0.08	-0.08	0.69	0.31	0.67	0.49	0.59	0.72
ENSG00000236166	ENSG00000236166	lncRNA	0.49	0.2	-0.52	0.31	-1.82	-2.67	-0.61	-1.73
ENSG00000236208	ENSG00000236208	lncRNA	-5.25	-1.51	0.68	-0.09	-2.06	0.14	0.46	-0.11
ENSG00000236230	ENSG00000236230	lncRNA	0.36	0.58	0.19	0.22	0.41	0.64	-0.36	0.02
ENSG00000236283	ENSG00000236283	lncRNA	0.11	-0.7	0.75	0.3	-0.14	-0.63	0.49	0.45
ENSG00000236333	ENSG00000236333	lncRNA	0.61	0.8	-2.66	0.04	0.07	0.04	0.52	-0.31
ENSG00000236366	ENSG00000236366	lncRNA	-1.42	-0.65	-2.79	-0.88	-2.64	-1.31	-3.1	-2.35
ENSG00000236423	ENSG00000236423	lncRNA	0.81	0.04	0.27	0.16	-0.13	-0.34	0.17	0.26
ENSG00000236445	ENSG00000236445	lncRNA	0.47	0.19	0.68	0.31	0.73	0.49	0.25	0.37
ENSG00000236449	ENSG00000236449	lncRNA	0.8	0.22	0.74	0.29	0.69	0.83	0.52	0.39
ENSG00000236466	ENSG00000236466	lncRNA	0.75	0.8	-0.44	0.14	-0.34	0.32	-1	-0.8
ENSG00000236471	ENSG00000236471	lncRNA	0.79	0.54	0.56	0.31	0.55	0.79	-0.09	0.11
ENSG00000236497	ENSG00000236497	lncRNA	0.53	0.19	-1.17	0.13	0.77	0.71	1.09	1.13
ENSG00000236510	ENSG00000236510	lncRNA	-0.2	-0.84	-1.08	-0.24	0.28	0.4	0.88	1.02
ENSG00000236511	ENSG00000236511	lncRNA	0.56	0.29	0.78	0.25	0.59	0.52	-0.14	-0.13
ENSG00000236532	ENSG00000236532	lncRNA	0.31	0.54	-0.83	-0.05	0.12	0.09	-0.89	-1.05
ENSG00000236536	ENSG00000236536	lncRNA	0.79	0.58	0.63	0.32	0.33	-0.01	0.22	0.57
ENSG00000236548	ENSG00000236548	lncRNA	-0.26	0.16	0.66	0.28	-2.3	-1.23	-2.79	-2.1
ENSG00000236651	ENSG00000236651	lncRNA	0.67	0.8	-0.89	-0.12	0.42	0.43	0.89	1.12
ENSG00000236666	ENSG00000236666	lncRNA	-0.62	-0.84	0.25	0.02	0.18	0.52	0.29	0.31
ENSG00000236671	ENSG00000236671	lncRNA	0.22	0.57	-1.11	0.17	0.66	0.77	0.84	0.62
ENSG00000236708	ENSG00000236708	lncRNA	0.13	0.39	-0.26	0.16	-0.86	-0.78	-1.87	-1.31
ENSG00000236714	ENSG00000236714	lncRNA	0.85	0.45	0.74	0.29	0.71	0.84	0.55	0.67
ENSG00000236819	ENSG00000236819	lncRNA	0.61	0.48	0.57	0.26	-1.86	-2.41	-1.07	-1.83
ENSG00000236841	ENSG00000236841	lncRNA	0.51	0.69	-0.18	0.19	0.71	0.76	0.62	0.63
ENSG00000236915	ENSG00000236915	lncRNA	-0.09	0.49	-0.73	0.2	0.36	0.78	0.68	0.62
ENSG00000236924	ENSG00000236924	lncRNA	1.13	0.8	0.11	0.2	0.16	-0.51	0.77	1.04
ENSG00000237061	ENSG00000237061	lncRNA	0.37	-0.54	0.65	0.28	0.56	-0.25	0.3	0.07
ENSG00000237125	ENSG00000237125	lncRNA	-1.09	0.26	0.42	0.06	0.82	0.71	0.53	0.36
ENSG00000237153	ENSG00000237153	lncRNA	0.21	0.51	0.69	0.1	-0.18	-0.18	-0.42	-0.75
ENSG00000237250	ENSG00000237250	lncRNA	0.6	0.74	0.35	0.29	-0.18	0.15	0.43	-0.04
ENSG00000237290	ENSG00000237290	lncRNA	0.8	0.6	0.63	0.31	0.51	0.38	0.26	0.54
ENSG00000237352	ENSG00000237352	lncRNA	0.3	0.6	0.24	0.16	0.78	0.48	0.6	0.38
ENSG00000237372	ENSG00000237372	lncRNA	0.76	0.5	-0.29	0.21	0.34	-0.45	0.45	0.33
ENSG00000237404	ENSG00000237404	lncRNA	0.18	0.69	-0.72	0.23	0.75	0.76	0.42	0.33
ENSG00000237419	ENSG00000237419	lncRNA	0.12	0.67	0.34	0.21	0.69	0.16	0.69	0.63
ENSG00000237457	ENSG00000237457	lncRNA	-1.27	-3.05	0.11	0.05	-0.73	-1.27	-0.06	0.23
ENSG00000237476	ENSG00000237476	lncRNA	0.69	0.58	0.61	0.29	0.51	0.65	-0.72	-0.94
ENSG00000237512	ENSG00000237512	lncRNA	0.64	0.61	0.69	0.29	0.13	0.48	-0.72	-0.83
ENSG00000237523	ENSG00000237523	lncRNA	-0.53	0.39	0.2	0.07	-2.92	-1.41	-2.91	-2.64
ENSG00000237534	ENSG00000237534	lncRNA	0.77	0.72	0.63	0.31	0.67	0.79	0.51	0.76
ENSG00000237560	ENSG00000237560	lncRNA	0.26	0.35	0.59	0.3	0.8	0.91	0.48	0.41
ENSG00000237581	ENSG00000237581	lncRNA	0.64	0.24	-0.08	0.08	0.15	-1.16	0.81	1.01
ENSG00000237612	ENSG00000237612	lncRNA	0.66	0.52	0.74	0.31	0.7	0.78	0.64	0.73
ENSG00000237643	ENSG00000237643	lncRNA	0.64	0.69	0.72	0.3	0.74	0.48	0.44	0.64
ENSG00000237647	ENSG00000237647	lncRNA	-0.82	-1.78	0.38	0.11	-0.39	-0.8	0.17	0.5
ENSG00000237667	ENSG00000237667	lncRNA	0.53	0.75	0.75	0.28	0.51	0.38	0.44	0.51
ENSG00000237714	ENSG00000237714	lncRNA	0.49	0.1	0.73	0.19	0.59	-0.07	-0.27	-0.44
ENSG00000237742	ENSG00000237742	lncRNA	0.72	0.67	0.67	0.31	0.72	0.84	-0.12	-0.14
ENSG00000237781	ENSG00000237781	lncRNA	0.75	0.49	-0.53	0.17	0.7	0.89	0.69	0.7
ENSG00000237803	ENSG00000237803	lncRNA	0.73	0.92	-0.37	0.25	0.41	0.37	-0.09	-0.46
ENSG00000237864	ENSG00000237864	lncRNA	-0.29	0.13	0.63	0.27	0.4	0.41	0.08	0.29
ENSG00000237879	ENSG00000237879	lncRNA	0.75	0.5	-1.5	0.22	-1.35	-0.41	-1.01	-1.67
ENSG00000237989	ENSG00000237989	lncRNA	-1.78	-0.45	-1.98	-0.38	0.84	0.75	0.06	-0.08
ENSG00000238062	ENSG00000238062	lncRNA	-2.44	-4.24	-2.03	-0.58	0.39	-0.36	0.82	0.9
ENSG00000238107	ENSG00000238107	lncRNA	-0.04	-0.16	-0.07	0.25	0.75	0.75	1	1.07
ENSG00000238113	ENSG00000238113	lncRNA	-0.27	0.65	-1.11	-0.06	0.79	0.69	0.29	0.01
ENSG00000238117	ENSG00000238117	lncRNA	0.43	0.23	0.53	0.26	0.66	0.64	0.63	0.5
ENSG00000238142	ENSG00000238142	lncRNA	0.2	-0.24	0.69	0.22	0.37	-0.23	-0.71	-1.03
ENSG00000238178	ENSG00000238178	lncRNA	0.57	0.27	0.25	0.2	0.5	0.01	0.81	0.83
ENSG00000238266	ENSG00000238266	lncRNA	-0.45	0.37	0.68	0.22	0.66	0.91	0.5	0.62
ENSG00000238273	ENSG00000238273	lncRNA	-1.17	-1.18	-1.22	-0.4	0.48	0.52	0.64	0.79
ENSG00000238276	ENSG00000238276	lncRNA	0.48	0.44	0.72	0.31	0.74	0.82	0.85	1.01
ENSG00000238279	ENSG00000238279	lncRNA	0.4	-0.2	-0.33	0	0.42	0.36	0.95	1.08
ENSG00000238282	ENSG00000238282	lncRNA	0.7	-0.01	0.6	0.22	0.1	0.77	-0.77	-0.74
ENSG00000239513	ENSG00000239513	lncRNA	0.16	0.15	0.55	0.23	0.51	0.57	0.53	0.65
ENSG00000239552	ENSG00000239552	lncRNA	-0.54	-0.98	0.25	0.19	-0.14	-0.16	0.16	0.45
ENSG00000239593	ENSG00000239593	lncRNA	0.43	0.73	0.19	0.16	-1.2	-0.91	-1.39	-1.24
ENSG00000239774	ENSG00000239774	lncRNA	-1.47	-1.59	-0.01	0.01	0.05	0.3	0.02	0.2
ENSG00000239828	ENSG00000239828	lncRNA	0.44	0.81	0.49	0.31	-0.68	-0.68	0.13	-0.76
ENSG00000239922	ENSG00000239922	lncRNA	0.79	0.79	0.75	-8.82	0.75	0.88	1.15	-0.67
ENSG00000239941	ENSG00000239941	lncRNA	0.52	0.69	0.58	0.24	-0.88	-0.54	-0.04	-0.94
ENSG00000240040	ENSG00000240040	lncRNA	-0.88	-0.88	0.56	0.2	0.21	-0.23	0.2	0.59
ENSG00000240045	ENSG00000240045	lncRNA	-5.59	-1.15	0.2	0.16	-2.09	0.11	0.6	-0.03
ENSG00000240207	ENSG00000240207	lncRNA	0.43	0.21	0.38	0.32	-0.2	-0.25	-0.75	-1.15
ENSG00000240211	ENSG00000240211	lncRNA	0.5	0.63	0.45	0.15	-0.31	-0.41	0.1	0.39
ENSG00000240241	ENSG00000240241	lncRNA	0.79	0.79	0.75	-5.16	0.75	0.88	1.15	0.64
ENSG00000240687	ENSG00000240687	lncRNA	0.69	0.71	0.19	0.3	0.66	0.69	-0.06	-0.3
ENSG00000240708	ENSG00000240708	lncRNA	0.76	0.59	0.71	0.31	0.57	0.44	0.56	0.9
ENSG00000240859	ENSG00000240859	lncRNA	0.2	0.48	-1	0.07	0.63	0.9	0.07	-0.22
ENSG00000240875	ENSG00000240875	lncRNA	0.51	0.8	0.07	0.21	-0.62	-0.07	-1.53	-1.52
ENSG00000241111	ENSG00000241111	lncRNA	-0.71	-0.64	-0.55	0.15	0.64	0.67	0.7	0.63
ENSG00000241158	ENSG00000241158	lncRNA	0.62	1	-0.75	0.06	-3.2	-2.62	-3.47	-2.98
ENSG00000241163	ENSG00000241163	lncRNA	0.42	0.71	0.3	0.32	-2.02	-1.07	-0.79	-1.7
ENSG00000241472	ENSG00000241472	lncRNA	0.78	0.52	-1.14	-0.18	0.74	0.86	-0.81	-0.8
ENSG00000241479	ENSG00000241479	lncRNA	0.2	0.53	0.57	0.3	0.55	0.75	0.03	0.1
ENSG00000241679	ENSG00000241679	lncRNA	-0.95	0.08	-0.93	-0.01	0.78	0.89	-0.16	-0.14
ENSG00000241684	ENSG00000241684	lncRNA	0.65	0.19	-0.58	0.07	-0.79	-0.2	-0.72	-1.36
ENSG00000241720	ENSG00000241720	lncRNA	0.53	0.67	-0.07	0.23	0.2	-0.47	-0.39	-0.87
ENSG00000241743	ENSG00000241743	lncRNA	0.31	-0.75	0.63	0.28	0.45	0.83	0.54	0.85
ENSG00000241767	ENSG00000241767	lncRNA	0.07	-0.72	0.7	0.18	0.01	-2.37	-0.24	-0.49
ENSG00000242012	ENSG00000242012	lncRNA	-0.06	-1.71	-0.42	0.03	0.57	0.65	0.98	1.17
ENSG00000242021	ENSG00000242021	lncRNA	0.62	0.4	0.42	0.29	0.56	0.93	0.56	0.72
ENSG00000242048	ENSG00000242048	lncRNA	0.67	0.55	-1.57	-0.02	0.73	0.67	1.14	1.15
ENSG00000242078	ENSG00000242078	lncRNA	0.26	-1.04	0.38	0.03	0.17	0.36	0.43	0.68
ENSG00000242207	ENSG00000242207	lncRNA	-0.28	-3.79	0.27	0.09	0.73	0.48	0.88	0.95
ENSG00000242317	ENSG00000242317	lncRNA	0.7	0.58	0.71	0.3	0.46	0.18	0.83	1.04
ENSG00000242396	ENSG00000242396	lncRNA	-0.63	-2.03	-0.16	-0.06	-0.63	-1.83	0.15	0.4
ENSG00000242611	ENSG00000242611	lncRNA	0.64	0.69	-0.56	0.24	0.07	-0.99	0.61	-0.11
ENSG00000242741	ENSG00000242741	lncRNA	0.72	0.35	0.58	0.25	0.44	0.76	0.33	0.36
ENSG00000242781	ENSG00000242781	lncRNA	0.74	0.44	-0.36	0.19	0.46	0.05	0.75	0.91
ENSG00000242828	ENSG00000242828	lncRNA	0.74	0.25	-0.74	0.12	0.62	0.35	0.84	0.95
ENSG00000242880	ENSG00000242880	lncRNA	0.48	-0.26	0.67	0.31	0.5	0.88	-0.76	-0.54
ENSG00000242902	ENSG00000242902	lncRNA	-3.41	-3.02	0.5	-0.3	-0.96	-1.11	-0.4	-0.74
ENSG00000243004	ENSG00000243004	lncRNA	-0.06	-0.26	0.34	0.26	0.65	0.8	0.24	0.34
ENSG00000243081	ENSG00000243081	lncRNA	-3.32	-1.1	-3.7	-0.83	-1.84	-1.05	-2.49	-1.88
ENSG00000243350	ENSG00000243350	lncRNA	0.61	-3.02	-0.22	0.12	0.65	-1.4	0.91	0.93
ENSG00000243384	ENSG00000243384	lncRNA	0.79	0.01	0.68	0.31	0.69	-0.02	-0.2	-0.22
ENSG00000243479	ENSG00000243479	lncRNA	0.7	0.88	0.23	0.12	0.21	0.53	0.56	0.87
ENSG00000243902	ENSG00000243902	lncRNA	0.15	-0.53	0.71	0.25	0.37	0.36	0.18	0.52
ENSG00000244124	ENSG00000244124	lncRNA	-0.01	0.4	0.34	0.2	0.44	0.5	0.07	0.32
ENSG00000244649	ENSG00000244649	lncRNA	-0.62	0.76	0.15	-0.05	0.52	0.83	0.49	0.62
ENSG00000244953	ENSG00000244953	lncRNA	0.75	0.64	0.52	0.32	0.11	0.65	-0.26	-0.39
ENSG00000245025	ENSG00000245025	lncRNA	0.3	0.63	0.08	0.26	-3.36	-3.35	-3.74	-2.95
ENSG00000245526	ENSG00000245526	lncRNA	0.67	0.65	0.27	0.28	0.39	0.52	-0.64	-0.92
ENSG00000245571	ENSG00000245571	lncRNA	0.39	-0.18	0.63	0.3	-0.11	-0.49	-0.16	-0.21
ENSG00000245651	ENSG00000245651	lncRNA	-0.16	-1.63	0.64	0.23	0.7	0.37	0.29	-0.08
ENSG00000245662	ENSG00000245662	lncRNA	0.16	-0.17	0.52	0.21	0.45	0.63	0.07	0.27
ENSG00000245750	ENSG00000245750	lncRNA	0.87	0.82	-0.12	0.18	0.27	-0.4	0.62	0.64
ENSG00000245869	ENSG00000245869	lncRNA	0.77	0.9	-2.15	0.19	-0.82	-0.75	-0.78	-1.25
ENSG00000245954	ENSG00000245954	lncRNA	0.33	0.66	-1.01	0.07	0.71	0.84	0.85	0.63
ENSG00000246022	ENSG00000246022	lncRNA	-0.41	-0.52	0.02	0.12	0.8	0.9	0.07	-0.26
ENSG00000246095	ENSG00000246095	lncRNA	-0.6	-0.47	-0.3	-0.06	0.7	0.91	-0.33	-0.25
ENSG00000246100	ENSG00000246100	lncRNA	0.68	0.52	-0.08	0.24	-1.07	-1.26	-0.72	-1.43
ENSG00000246228	ENSG00000246228	lncRNA	0.32	-0.89	0.45	0.36	-0.35	-0.81	-0.1	0.23
ENSG00000246379	ENSG00000246379	lncRNA	0.49	0.91	-4.09	-0.12	-0.06	-1.59	0.25	-0.62
ENSG00000246430	ENSG00000246430	lncRNA	0.71	0.78	0.1	0.23	0.51	0.72	0.04	-0.07
ENSG00000246465	ENSG00000246465	lncRNA	0.65	0.22	-2.07	-0.56	0.02	-1.17	0.9	1.01
ENSG00000246640	ENSG00000246640	lncRNA	-1.62	-2.2	0.67	0.18	-0.35	-0.7	-0.12	0.16
ENSG00000246662	ENSG00000246662	lncRNA	-0.43	-0.58	-1.79	-0.29	0.76	0.81	0.33	0.12
ENSG00000246877	ENSG00000246877	lncRNA	0.81	0.3	-0.83	0.25	-0.2	-0.97	-0.73	-1.19
ENSG00000247011	ENSG00000247011	lncRNA	0.77	-0.35	0.58	0.23	0.28	0.18	0.76	0.82
ENSG00000247416	ENSG00000247416	lncRNA	-1.18	-0.51	0.39	-0.28	-2.61	-2.29	-0.68	-1.89
ENSG00000247809	ENSG00000247809	lncRNA	0.48	0.44	0.17	0.31	-0.68	-0.59	-1.05	-1.4
ENSG00000248131	ENSG00000248131	lncRNA	0.56	0.42	0.32	0.3	0.49	0.17	0.93	1.12
ENSG00000248138	ENSG00000248138	lncRNA	0.65	0.84	0.57	0.32	0.8	0.94	0.45	0.3
ENSG00000248143	ENSG00000248143	lncRNA	-0.3	0.44	0.72	0.31	0.53	0.76	0.8	0.74
ENSG00000248202	ENSG00000248202	lncRNA	0.15	0.43	0.69	0.22	0.29	0.48	-0.16	-0.42
ENSG00000248279	ENSG00000248279	lncRNA	0.37	0.47	0.22	0.18	0.8	0.9	-0.07	0.07
ENSG00000248300	ENSG00000248300	lncRNA	-0.72	0.13	0.11	0.23	0.64	0.69	0.15	0.21
ENSG00000248309	ENSG00000248309	lncRNA	0.2	0.4	0.35	0.27	-2.67	-2.45	-2.99	-2.42
ENSG00000248323	ENSG00000248323	lncRNA	0.31	0.25	0.03	0.06	0.17	0.27	0.56	0.84
ENSG00000248360	ENSG00000248360	lncRNA	-0.6	-0.53	-1.81	-0.12	0.7	0.64	-0.39	-0.64
ENSG00000248397	ENSG00000248397	lncRNA	0.75	0.11	0.72	0.31	0.46	0.08	0.85	1.08
ENSG00000248428	ENSG00000248428	lncRNA	0.4	0.34	0.51	0.15	-0.58	-0.83	-0.64	-0.92
ENSG00000248429	ENSG00000248429	lncRNA	-0.24	0.29	-0.47	0.07	0.6	0.78	-0.05	-0.13
ENSG00000248464	ENSG00000248464	lncRNA	0.61	0.56	-2.62	0.19	-0.58	-0.94	0.29	-0.57
ENSG00000248479	ENSG00000248479	lncRNA	-2.49	-0.51	-0.01	-0.01	-0.28	-0.1	0.22	0.38
ENSG00000248494	ENSG00000248494	lncRNA	-0.45	-1.32	0.68	0.24	0.19	0.36	0.15	0.45
ENSG00000248515	ENSG00000248515	lncRNA	0.79	0.41	0.73	0.3	0.72	0.75	0.81	0.94
ENSG00000248529	ENSG00000248529	lncRNA	0.61	-0.88	0.81	0.33	0.59	0.67	0.82	1.03
ENSG00000248538	ENSG00000248538	lncRNA	-0.04	-1.91	0.7	0.23	0.71	-1.11	0.64	0.58
ENSG00000248596	ENSG00000248596	lncRNA	0.01	0.24	0.39	0.12	-0.45	0.5	-0.96	-1.16
ENSG00000248663	ENSG00000248663	lncRNA	0.54	0.47	-0.28	-0.04	0.07	0.18	0.55	0.61
ENSG00000248685	ENSG00000248685	lncRNA	-0.44	-0.22	0.7	0.29	0.75	0.97	0.52	0.74
ENSG00000248690	ENSG00000248690	lncRNA	-1.79	-0.21	-0.94	-0.19	0.68	0.7	0.41	0.44
ENSG00000248698	ENSG00000248698	lncRNA	0.67	-1.28	-2.67	-0.07	0.79	-0.51	1.13	0.99
ENSG00000248709	ENSG00000248709	lncRNA	0.42	0.52	0.69	0.22	0.72	0.82	0.86	1.1
ENSG00000248714	ENSG00000248714	lncRNA	0.76	-0.01	0.8	0.31	0.81	0.89	-0.33	-0.26
ENSG00000248719	ENSG00000248719	lncRNA	-2.28	-1	-1.34	-0.07	-0.08	0.38	-0.06	0.05
ENSG00000248783	ENSG00000248783	lncRNA	0.66	0.57	0.43	0.29	0.47	0.13	0.91	1.12
ENSG00000248802	ENSG00000248802	lncRNA	0.65	0.66	0.71	0.3	0.69	0.73	0.62	0.67
ENSG00000248810	ENSG00000248810	lncRNA	-0.08	0.83	-0.31	0.15	-2.21	0.48	-1.73	-1.58
ENSG00000248837	ENSG00000248837	lncRNA	0.53	0.51	0.63	0.29	0.76	0.88	0.53	0.8
ENSG00000248890	ENSG00000248890	lncRNA	-0.96	0.52	-0.47	-0.01	-3.34	-2.17	-3.67	-2.98
ENSG00000248927	ENSG00000248927	lncRNA	-0.92	0.14	0.84	0.32	0.49	0.61	0.41	0.44
ENSG00000248965	ENSG00000248965	lncRNA	0.17	-0.47	0.6	0.3	0.72	0.87	0.85	0.9
ENSG00000249082	ENSG00000249082	lncRNA	0.67	0.36	0.72	0.31	0.77	0.39	0	0.12
ENSG00000249091	ENSG00000249091	lncRNA	0.82	0.45	0.74	0.32	0.58	0.19	0.81	0.98
ENSG00000249201	ENSG00000249201	lncRNA	-0.69	0.24	-1.57	-0.12	0.51	0.89	0.84	0.85
ENSG00000249267	ENSG00000249267	lncRNA	-1.82	-3.18	-0.52	-0.04	-0.06	-0.67	0.46	0.66
ENSG00000249279	ENSG00000249279	lncRNA	0.13	-0.78	0	0.06	0.64	0.67	0.77	0.86
ENSG00000249307	ENSG00000249307	lncRNA	-0.64	-1.08	0.76	0.03	-0.31	-1.8	-0.25	-0.93
ENSG00000249352	ENSG00000249352	lncRNA	-2.2	-1.16	-1.04	-0.11	0.28	0.81	-0.1	-0.16
ENSG00000249378	ENSG00000249378	lncRNA	0.71	0.69	0.74	0.31	0.61	0.75	0.65	0.86
ENSG00000249379	ENSG00000249379	lncRNA	0.14	-0.66	-2.29	-0.58	0.79	0.31	1.1	1.23
ENSG00000249395	ENSG00000249395	lncRNA	-1.28	-0.75	0.04	0.08	0.27	-0.01	0.58	0.78
ENSG00000249413	ENSG00000249413	lncRNA	0.73	-0.45	0.31	0.3	0.71	0.49	0.83	0.79
ENSG00000249509	ENSG00000249509	lncRNA	0.75	0.78	0.62	0.25	0.67	0.7	0.88	1.14
ENSG00000249550	ENSG00000249550	lncRNA	0.52	-0.44	0.41	0.21	0.74	0.93	0.24	0.41
ENSG00000249593	ENSG00000249593	lncRNA	-0.48	0.08	0.6	0.25	-0.05	-0.29	-0.3	-0.01
ENSG00000249601	ENSG00000249601	lncRNA	0.31	0.2	0.28	0.28	0.66	0.86	0.69	0.57
ENSG00000249628	ENSG00000249628	lncRNA	-0.83	-1.18	0.31	0.05	0	-0.26	0.28	0.44
ENSG00000249631	ENSG00000249631	lncRNA	0.29	-0.14	0.56	0.24	0.59	0.51	0.81	0.67
ENSG00000249650	ENSG00000249650	lncRNA	0.48	0.77	0.44	0.22	0.39	0.74	0.21	0.64
ENSG00000249669	ENSG00000249669	lncRNA	0.64	0.95	-0.15	0.22	-2.35	-2.51	-2.24	-2.28
ENSG00000249695	ENSG00000249695	lncRNA	-0.19	0.06	0.69	0.12	-0.38	-0.44	-0.51	-0.96
ENSG00000249706	ENSG00000249706	lncRNA	-0.27	0.45	0.45	0.26	-0.13	0.04	0.31	-0.23
